city,district,feeder,outage_count,high_impact_count,avg_duration_min,max_duration_min,total_affected_customer,total_ens_kwh,force_majeure_count,risk_score
Kayseri,İncesu,KAY-INC-FDR-037,4,2,218.5,648,2456,15473.82,0,23.2
Eskişehir,Mahmudiye,ESK-MAH-FDR-036,3,2,121.0,179,6272,6503.94,0,23.18
Ankara,Polatlı,ANK-POL-FDR-056,4,4,149.25,311,4766,4291.96,0,23.16
Eskişehir,Odunpazarı,ESK-ODU-FDR-029,5,2,54.0,183,6400,8966.45,0,23.15
Sivas,Zara,SIV-ZAR-FDR-033,5,3,57.4,87,5802,8023.85,0,23.09
Sivas,Kangal,SIV-KAN-FDR-018,4,4,223.25,276,2558,8526.7,0,23.08
Sivas,Gemerek,SIV-GEM-FDR-027,3,2,317.67,484,2323,10243.46,0,23.05
Konya,Ilgın,KON-ILG-FDR-056,4,3,74.0,139,6140,6058.17,0,23.03
Kayseri,Yahyalı,KAY-YAH-FDR-031,5,3,184.2,430,4365,6037.9,0,23.02
Ankara,Altındağ,ANK-ALT-FDR-009,5,4,224.0,431,2826,6722.23,0,22.98
Kayseri,Talas,KAY-TAL-FDR-011,4,3,40.5,62,6363,7001.68,0,22.94
Konya,Selçuklu,KON-SEL-FDR-051,4,3,126.5,278,5108,6807.22,0,22.91
Eskişehir,Mahmudiye,ESK-MAH-FDR-055,4,3,238.25,493,2841,9106.41,0,22.88
Konya,Beyşehir,KON-BEY-FDR-031,5,5,216.4,298,2641,4717.73,0,22.88
Sivas,Şarkışla,SIV-SAR-FDR-051,3,3,149.67,185,4534,8125.36,0,22.87
Konya,Selçuklu,KON-SEL-FDR-039,6,2,93.83,351,5628,8563.47,0,22.85
Konya,Seydişehir,KON-SEY-FDR-024,2,1,86.5,97,5874,13022.43,0,22.85
Kayseri,Talas,KAY-TAL-FDR-042,2,1,176.5,348,3327,17745.33,0,22.82
Eskişehir,Beylikova,ESK-BEY-FDR-015,5,3,150.0,316,3237,12164.68,0,22.81
Kayseri,Bünyan,KAY-BÜN-FDR-044,5,4,148.4,247,3921,6503.06,0,22.8
Kayseri,Melikgazi,KAY-MEL-FDR-052,4,3,268.0,357,1603,12091.54,0,22.79
Ankara,Keçiören,ANK-KEÇ-FDR-019,4,2,112.25,169,6192,6045.23,0,22.77
Ankara,Gölbaşı,ANK-GÖL-FDR-008,2,1,163.0,261,3108,19314.16,0,22.76
Konya,Karatay,KON-KAR-FDR-025,4,4,105.25,185,4961,5362.33,0,22.76
Eskişehir,Sivrihisar,ESK-SIV-FDR-019,4,3,141.25,223,4505,7863.67,0,22.68
Kayseri,Kocasinan,KAY-KOC-FDR-028,4,2,89.75,233,6937,4220.9,0,22.68
Konya,Cihanbeyli,KON-CIH-FDR-012,4,4,263.25,337,1928,7835.0,0,22.67
Ankara,Polatlı,ANK-POL-FDR-028,3,2,248.67,422,2349,13482.03,0,22.65
Sivas,Yıldızeli,SIV-YIL-FDR-008,6,3,141.5,334,4304,7550.17,0,22.63
Eskişehir,Tepebaşı,ESK-TEP-FDR-030,3,3,319.0,414,2077,7304.45,0,22.63
Konya,Akşehir,KON-AKS-FDR-055,5,3,155.4,302,3798,9208.45,0,22.61
Kayseri,Bünyan,KAY-BÜN-FDR-032,4,3,81.75,118,6100,4898.57,0,22.6
Sivas,Kangal,SIV-KAN-FDR-046,3,2,117.67,246,6634,4064.42,0,22.58
Kayseri,Kocasinan,KAY-KOC-FDR-030,5,4,179.2,287,3617,5390.18,0,22.56
Konya,Ereğli,KON-ERE-FDR-017,2,2,473.5,596,678,6984.69,0,22.55
Sivas,Şarkışla,SIV-SAR-FDR-023,2,2,246.5,271,2750,12247.88,0,22.52
Konya,Seydişehir,KON-SEY-FDR-028,4,3,235.75,356,2456,10080.11,0,22.52
Konya,Selçuklu,KON-SEL-FDR-049,6,3,157.0,330,3249,10569.76,0,22.49
Konya,Seydişehir,KON-SEY-FDR-006,4,3,204.25,451,4075,5384.94,0,22.47
Ankara,Pursaklar,ANK-PUR-FDR-048,2,1,70.5,135,8740,1731.42,0,22.46
Kayseri,Yeşilhisar,KAY-YES-FDR-011,5,2,110.4,193,6621,3288.16,0,22.45
Konya,Selçuklu,KON-SEL-FDR-040,5,3,141.0,203,3776,9771.28,0,22.42
Eskişehir,Mihalıççık,ESK-MIH-FDR-039,3,2,155.33,350,3665,13286.82,0,22.38
Konya,Meram,KON-MER-FDR-048,5,4,119.2,214,4113,6620.79,0,22.36
Kayseri,Yeşilhisar,KAY-YES-FDR-035,5,3,213.4,448,2880,8870.19,0,22.35
Eskişehir,Alpu,ESK-ALP-FDR-047,4,3,269.75,551,3145,4905.35,0,22.34
Ankara,Çankaya,ANK-ÇAN-FDR-054,3,3,138.33,270,4915,6141.24,0,22.3
Sivas,Hafik,SIV-HAF-FDR-030,6,2,81.17,190,6493,4732.07,0,22.29
Sivas,Gürün,SIV-GÜR-FDR-017,3,2,214.0,320,2389,14660.49,0,22.28
Konya,Ereğli,KON-ERE-FDR-019,3,2,241.67,532,2643,11922.67,0,22.25
Eskişehir,Mihalıççık,ESK-MIH-FDR-049,6,5,183.67,342,2596,5089.61,0,22.25
Kayseri,Pınarbaşı,KAY-PIN-FDR-051,4,4,222.0,303,2907,5478.16,0,22.21
Kayseri,Develi,KAY-DEV-FDR-051,5,3,140.2,550,5118,3955.9,0,22.17
Ankara,Çankaya,ANK-ÇAN-FDR-058,4,1,125.25,202,4057,15551.85,0,22.15
Sivas,Merkez,SIV-MER-FDR-015,5,4,237.8,433,2659,4867.31,0,22.14
Sivas,Yıldızeli,SIV-YIL-FDR-013,1,1,174.0,174,4617,11858.05,0,22.13
Eskişehir,Tepebaşı,ESK-TEP-FDR-031,1,1,436.0,436,1543,8339.44,0,22.09
Konya,Beyşehir,KON-BEY-FDR-053,1,1,585.0,585,408,3899.37,0,22.07
Kayseri,Kocasinan,KAY-KOC-FDR-010,3,3,367.67,717,1634,5040.66,0,22.07
Sivas,Yıldızeli,SIV-YIL-FDR-049,6,3,114.0,213,4620,6798.98,0,22.06
Ankara,Polatlı,ANK-POL-FDR-004,5,3,165.4,343,4417,4991.42,0,22.04
Ankara,Yenimahalle,ANK-YEN-FDR-037,1,1,373.0,373,1468,12276.51,0,22.01
Eskişehir,Alpu,ESK-ALP-FDR-003,5,2,107.2,283,4082,12717.27,0,21.99
Kayseri,Develi,KAY-DEV-FDR-018,6,3,226.5,482,2286,9232.47,0,21.98
Sivas,Gürün,SIV-GÜR-FDR-057,4,2,185.25,346,3144,12265.93,0,21.98
Eskişehir,Mihalıççık,ESK-MIH-FDR-015,4,3,61.5,185,7010,1222.37,0,21.98
Sivas,Hafik,SIV-HAF-FDR-024,5,4,213.6,359,2459,6772.99,0,21.96
Eskişehir,Mahmudiye,ESK-MAH-FDR-024,2,2,362.0,488,1280,10063.85,0,21.95
Eskişehir,Alpu,ESK-ALP-FDR-044,5,2,105.2,289,4015,13022.96,0,21.95
Konya,Meram,KON-MER-FDR-008,6,2,105.33,331,4936,8829.37,0,21.95
Ankara,Polatlı,ANK-POL-FDR-060,1,1,135.0,135,4580,13912.92,0,21.92
Eskişehir,Tepebaşı,ESK-TEP-FDR-029,2,2,203.5,317,4556,6381.5,0,21.91
Ankara,Mamak,ANK-MAM-FDR-041,4,3,128.0,281,5326,3767.16,0,21.88
Eskişehir,İnönü,ESK-INÖ-FDR-037,3,2,122.33,160,4826,9524.52,0,21.83
Eskişehir,Mahmudiye,ESK-MAH-FDR-034,5,2,143.6,340,3052,14309.43,0,21.82
Kayseri,Tomarza,KAY-TOM-FDR-002,3,3,183.67,284,3328,8759.55,0,21.8
Kayseri,Melikgazi,KAY-MEL-FDR-009,5,2,139.2,394,4355,9283.64,0,21.78
Konya,Selçuklu,KON-SEL-FDR-005,3,3,163.67,297,3888,7661.69,0,21.77
Eskişehir,Alpu,ESK-ALP-FDR-031,6,2,203.33,687,2380,12825.29,0,21.77
Konya,Seydişehir,KON-SEY-FDR-059,4,3,193.75,248,2470,10900.88,0,21.7
Sivas,Şarkışla,SIV-SAR-FDR-034,3,2,148.67,371,4418,9300.3,0,21.7
Kayseri,Talas,KAY-TAL-FDR-024,6,4,147.67,314,2730,8572.65,0,21.68
Sivas,Divriği,SIV-DIV-FDR-048,3,3,262.33,436,1973,9216.78,0,21.67
Konya,Kulu,KON-KUL-FDR-044,4,4,245.0,346,2174,5899.59,0,21.65
Konya,Selçuklu,KON-SEL-FDR-042,4,2,120.25,301,5323,6777.77,0,21.64
Sivas,Suşehri,SIV-SUS-FDR-003,5,4,204.0,294,2088,8158.94,0,21.63
Ankara,Yenimahalle,ANK-YEN-FDR-053,5,3,198.0,466,2479,9943.59,0,21.62
Eskişehir,Odunpazarı,ESK-ODU-FDR-019,3,2,139.0,263,3908,11681.1,0,21.58
Kayseri,Bünyan,KAY-BÜN-FDR-043,2,2,247.0,478,3634,6746.65,0,21.55
Sivas,Yıldızeli,SIV-YIL-FDR-059,6,4,106.0,271,3895,6147.62,0,21.54
Sivas,Merkez,SIV-MER-FDR-044,4,3,183.5,293,2982,9085.07,0,21.51
Kayseri,Pınarbaşı,KAY-PIN-FDR-031,1,1,238.0,238,2782,14109.2,0,21.51
Eskişehir,Mahmudiye,ESK-MAH-FDR-029,4,2,47.25,89,6774,5023.48,0,21.48
Ankara,Yenimahalle,ANK-YEN-FDR-042,6,3,205.0,419,2333,9292.82,0,21.46
Konya,Akşehir,KON-AKS-FDR-053,2,2,229.0,261,2139,13514.06,0,21.41
Sivas,Suşehri,SIV-SUS-FDR-013,4,3,313.75,510,1123,8392.46,0,21.35
Ankara,Etimesgut,ANK-ETI-FDR-021,3,3,225.33,406,2515,8543.66,0,21.31
Eskişehir,İnönü,ESK-INÖ-FDR-055,3,3,196.67,325,2823,8830.43,0,21.21
Ankara,Etimesgut,ANK-ETI-FDR-039,2,2,305.0,392,1569,10842.27,0,21.21
Ankara,Çankaya,ANK-ÇAN-FDR-027,6,3,127.33,242,4340,5321.56,0,21.16
Kayseri,Bünyan,KAY-BÜN-FDR-042,3,2,76.0,165,4768,11109.2,0,21.12
Kayseri,Bünyan,KAY-BÜN-FDR-051,4,1,71.5,151,6635,6401.06,0,21.12
Konya,Beyşehir,KON-BEY-FDR-036,3,1,202.67,561,3248,12491.15,0,21.07
Ankara,Pursaklar,ANK-PUR-FDR-044,3,2,143.67,202,3725,11108.23,0,21.06
Eskişehir,Çifteler,ESK-ÇIF-FDR-037,3,2,190.33,527,2161,14553.1,0,21.06
Kayseri,Bünyan,KAY-BÜN-FDR-048,4,2,90.25,314,4869,9199.88,0,21.05
Konya,Seydişehir,KON-SEY-FDR-025,4,3,273.0,405,1700,7881.95,0,21.03
Ankara,Keçiören,ANK-KEÇ-FDR-037,4,2,211.0,422,3432,7593.67,0,20.99
Konya,Kulu,KON-KUL-FDR-016,4,1,187.75,564,3403,11991.74,0,20.93
Eskişehir,Çifteler,ESK-ÇIF-FDR-006,5,2,166.8,359,2969,11415.47,0,20.9
Konya,Seydişehir,KON-SEY-FDR-045,2,2,451.5,557,696,4910.89,0,20.89
Sivas,Suşehri,SIV-SUS-FDR-037,4,3,219.75,327,2178,8886.13,0,20.89
Ankara,Altındağ,ANK-ALT-FDR-004,4,2,105.5,202,3986,11396.52,0,20.84
Eskişehir,Beylikova,ESK-BEY-FDR-010,3,3,161.33,309,3765,6411.93,0,20.83
Konya,Meram,KON-MER-FDR-009,2,2,103.5,198,6408,2793.62,0,20.82
Konya,Seydişehir,KON-SEY-FDR-036,4,2,168.0,460,4200,6702.69,0,20.79
Eskişehir,Çifteler,ESK-ÇIF-FDR-016,3,2,226.67,378,2482,10494.7,0,20.76
Sivas,Divriği,SIV-DIV-FDR-034,6,3,190.83,344,2060,9773.15,0,20.73
Kayseri,İncesu,KAY-INC-FDR-058,5,3,168.6,285,3050,7609.79,0,20.71
Konya,Beyşehir,KON-BEY-FDR-057,9,3,117.67,271,3725,5947.8,0,20.7
Kayseri,Pınarbaşı,KAY-PIN-FDR-042,3,2,179.33,279,3081,10712.86,0,20.65
Kayseri,Pınarbaşı,KAY-PIN-FDR-003,4,2,171.5,390,3049,10796.49,0,20.64
Eskişehir,Mihalıççık,ESK-MIH-FDR-029,3,2,178.0,268,2272,13930.2,0,20.6
Ankara,Çankaya,ANK-ÇAN-FDR-060,4,3,317.75,511,1296,5934.2,0,20.59
Sivas,Zara,SIV-ZAR-FDR-028,4,3,239.25,356,1824,8410.0,0,20.53
Ankara,Etimesgut,ANK-ETI-FDR-011,5,3,256.2,435,2042,5984.75,0,20.51
Kayseri,Melikgazi,KAY-MEL-FDR-032,4,2,236.5,798,2773,7736.04,0,20.51
Kayseri,Talas,KAY-TAL-FDR-010,4,2,126.25,188,2953,13599.73,0,20.49
Kayseri,Melikgazi,KAY-MEL-FDR-015,3,2,119.33,186,3264,13200.93,0,20.46
Konya,Karatay,KON-KAR-FDR-019,4,4,183.5,292,2379,6379.68,0,20.45
Konya,Cihanbeyli,KON-CIH-FDR-003,4,2,247.0,455,1300,12866.71,0,20.44
Konya,Selçuklu,KON-SEL-FDR-028,5,2,155.4,640,4237,6087.15,0,20.43
Konya,Kulu,KON-KUL-FDR-017,5,4,256.6,446,1037,6792.69,0,20.42
Sivas,Yıldızeli,SIV-YIL-FDR-017,5,2,132.6,304,2988,12409.24,0,20.41
Kayseri,Melikgazi,KAY-MEL-FDR-036,2,2,140.5,249,4817,6034.37,0,20.37
Eskişehir,İnönü,ESK-INÖ-FDR-046,3,3,153.67,203,3400,7379.51,0,20.35
Ankara,Etimesgut,ANK-ETI-FDR-023,4,2,118.0,323,4825,6301.22,0,20.34
Sivas,Merkez,SIV-MER-FDR-034,3,3,277.33,339,1548,7272.5,0,20.3
Eskişehir,Seyitgazi,ESK-SEY-FDR-007,1,1,307.0,307,1824,11352.47,0,20.28
Kayseri,Melikgazi,KAY-MEL-FDR-034,2,2,468.0,713,748,2480.94,0,20.28
Konya,Seydişehir,KON-SEY-FDR-051,4,3,123.5,259,3701,7310.69,0,20.26
Eskişehir,Sivrihisar,ESK-SIV-FDR-020,3,3,53.0,109,5712,3979.13,0,20.25
Konya,Ereğli,KON-ERE-FDR-009,3,2,113.0,225,5000,6148.39,0,20.21
Eskişehir,Seyitgazi,ESK-SEY-FDR-059,1,1,239.0,239,2204,13768.98,0,20.21
Kayseri,Yahyalı,KAY-YAH-FDR-044,4,3,49.75,84,5146,5799.53,0,20.18
Sivas,Şarkışla,SIV-SAR-FDR-050,3,3,90.33,151,4771,5364.53,0,20.18
Kayseri,Kocasinan,KAY-KOC-FDR-017,3,3,143.0,263,3109,8779.44,0,20.15
Ankara,Mamak,ANK-MAM-FDR-049,5,3,219.6,686,2504,5596.32,0,20.14
Ankara,Keçiören,ANK-KEÇ-FDR-011,4,3,117.25,207,3638,7696.74,0,20.14
Kayseri,Yeşilhisar,KAY-YES-FDR-044,3,3,293.0,428,1761,5157.27,0,20.14
Sivas,Gemerek,SIV-GEM-FDR-021,2,2,269.0,377,2302,7829.05,0,20.09
Eskişehir,Sivrihisar,ESK-SIV-FDR-042,7,1,110.43,355,3458,13216.04,0,20.09
Kayseri,Tomarza,KAY-TOM-FDR-042,3,1,141.33,219,4513,9092.45,0,20.06
Kayseri,Yahyalı,KAY-YAH-FDR-003,7,3,73.57,201,4670,4515.01,0,20.05
Ankara,Gölbaşı,ANK-GÖL-FDR-021,5,2,136.8,292,2339,13996.25,0,20.03
Ankara,Altındağ,ANK-ALT-FDR-037,4,3,207.75,327,2281,7449.12,0,20.02
Eskişehir,Odunpazarı,ESK-ODU-FDR-018,6,3,151.0,282,2929,7209.27,0,19.99
Sivas,Şarkışla,SIV-SAR-FDR-009,2,2,156.0,268,4706,4766.7,0,19.98
Konya,Ereğli,KON-ERE-FDR-037,3,2,283.67,616,2007,7385.03,0,19.97
Eskişehir,Sivrihisar,ESK-SIV-FDR-011,3,2,124.0,217,5048,4752.46,0,19.94
Sivas,Yıldızeli,SIV-YIL-FDR-043,1,1,512.0,512,343,4248.03,0,19.92
Konya,Meram,KON-MER-FDR-050,3,2,177.67,369,3616,7222.31,0,19.92
Kayseri,Yeşilhisar,KAY-YES-FDR-003,2,2,165.5,281,4813,3654.48,0,19.92
Sivas,Merkez,SIV-MER-FDR-057,6,3,138.5,258,3501,5530.06,0,19.92
Ankara,Keçiören,ANK-KEÇ-FDR-045,3,3,345.0,378,1260,3531.45,0,19.89
Kayseri,Yeşilhisar,KAY-YES-FDR-007,4,4,157.0,218,2878,4787.02,0,19.86
Konya,Ilgın,KON-ILG-FDR-023,5,2,97.0,241,5283,4207.06,0,19.83
Kayseri,Tomarza,KAY-TOM-FDR-052,3,1,92.67,136,5369,8123.42,0,19.83
Eskişehir,Beylikova,ESK-BEY-FDR-043,2,2,288.5,293,1716,8466.98,0,19.82
Sivas,Suşehri,SIV-SUS-FDR-023,2,1,220.0,419,1815,15115.15,0,19.79
Konya,Kulu,KON-KUL-FDR-050,3,2,105.33,283,4185,9010.24,0,19.79
Konya,Kulu,KON-KUL-FDR-025,3,2,225.33,282,2260,9508.52,0,19.78
Sivas,Hafik,SIV-HAF-FDR-044,3,2,72.67,194,5602,5243.09,0,19.76
Konya,Selçuklu,KON-SEL-FDR-038,3,3,96.67,189,4896,3626.22,0,19.76
Kayseri,Bünyan,KAY-BÜN-FDR-047,3,2,123.0,249,2542,14465.45,0,19.76
Konya,Karatay,KON-KAR-FDR-013,2,2,375.0,631,1471,4089.6,0,19.74
Ankara,Sincan,ANK-SIN-FDR-059,3,2,242.67,324,1901,9778.82,0,19.72
Ankara,Keçiören,ANK-KEÇ-FDR-018,3,2,154.0,331,4353,5265.94,0,19.71
Konya,Selçuklu,KON-SEL-FDR-033,4,2,130.0,362,4114,7150.04,0,19.7
Eskişehir,Çifteler,ESK-ÇIF-FDR-046,3,2,96.0,241,5182,5385.96,0,19.69
Konya,Cihanbeyli,KON-CIH-FDR-001,5,3,153.4,397,3124,6076.63,0,19.64
Kayseri,Melikgazi,KAY-MEL-FDR-012,4,3,232.25,413,2506,4296.65,0,19.63
Kayseri,Develi,KAY-DEV-FDR-009,2,2,323.5,350,1723,5963.91,0,19.63
Ankara,Çankaya,ANK-ÇAN-FDR-031,3,1,151.33,344,2596,15259.52,0,19.61
Eskişehir,İnönü,ESK-INÖ-FDR-004,4,2,99.0,315,4692,6512.9,0,19.61
Eskişehir,Seyitgazi,ESK-SEY-FDR-041,5,2,164.0,408,2460,10892.27,0,19.54
Eskişehir,İnönü,ESK-INÖ-FDR-012,4,3,162.0,302,3649,3751.65,0,19.53
Konya,Beyşehir,KON-BEY-FDR-052,3,2,142.0,233,3724,8109.53,0,19.51
Konya,Beyşehir,KON-BEY-FDR-043,3,3,64.0,146,5232,3739.16,0,19.5
Kayseri,İncesu,KAY-INC-FDR-053,4,3,140.75,262,3317,6291.45,0,19.5
Eskişehir,Tepebaşı,ESK-TEP-FDR-019,3,3,193.0,285,2363,7418.61,0,19.48
Ankara,Polatlı,ANK-POL-FDR-023,2,2,244.0,360,2893,5729.67,0,19.47
Eskişehir,Beylikova,ESK-BEY-FDR-005,3,2,275.33,511,1225,10005.93,0,19.46
Ankara,Etimesgut,ANK-ETI-FDR-031,4,2,61.0,179,6448,1433.96,0,19.44
Ankara,Polatlı,ANK-POL-FDR-048,4,3,76.0,180,5179,2572.7,0,19.42
Ankara,Mamak,ANK-MAM-FDR-036,4,1,115.25,215,4015,10770.79,0,19.37
Sivas,Suşehri,SIV-SUS-FDR-050,5,3,208.8,420,2287,5557.23,0,19.37
Sivas,Merkez,SIV-MER-FDR-033,4,2,114.25,188,4368,6406.12,0,19.37
Ankara,Mamak,ANK-MAM-FDR-015,4,2,159.75,385,1922,13421.0,1,19.35
Sivas,Hafik,SIV-HAF-FDR-042,3,3,167.0,296,2474,8277.08,0,19.35
Eskişehir,Çifteler,ESK-ÇIF-FDR-019,2,2,208.0,307,2730,8221.57,0,19.31
Eskişehir,Tepebaşı,ESK-TEP-FDR-012,3,3,224.0,323,2107,6225.76,0,19.3
Eskişehir,Çifteler,ESK-ÇIF-FDR-040,3,2,242.0,522,2001,8507.98,0,19.27
Kayseri,Kocasinan,KAY-KOC-FDR-040,2,2,473.0,530,374,1631.58,0,19.25
Sivas,Gemerek,SIV-GEM-FDR-004,6,3,113.83,290,3675,4947.5,0,19.24
Sivas,Şarkışla,SIV-SAR-FDR-036,5,2,210.0,623,2943,5604.87,0,19.24
Kayseri,Talas,KAY-TAL-FDR-058,3,2,101.33,239,4823,5437.12,0,19.15
Eskişehir,Sivrihisar,ESK-SIV-FDR-038,1,1,450.0,450,833,4373.65,0,19.1
Eskişehir,İnönü,ESK-INÖ-FDR-010,3,2,124.67,215,4590,4823.83,0,19.08
Ankara,Çankaya,ANK-ÇAN-FDR-028,3,2,136.33,329,4351,5053.71,0,19.07
Ankara,Çankaya,ANK-ÇAN-FDR-037,3,1,123.67,276,2636,15580.12,0,19.02
Sivas,Yıldızeli,SIV-YIL-FDR-021,5,3,155.4,380,2998,5201.43,0,19.01
Konya,Meram,KON-MER-FDR-049,2,1,334.5,603,1630,7426.47,0,19.01
Kayseri,Yeşilhisar,KAY-YES-FDR-019,3,2,196.0,309,2333,9417.29,0,19.0
Kayseri,Bünyan,KAY-BÜN-FDR-004,3,3,232.0,350,1835,6152.3,0,18.96
Sivas,Hafik,SIV-HAF-FDR-051,3,2,226.0,329,2280,7735.06,0,18.96
Eskişehir,Mahmudiye,ESK-MAH-FDR-006,3,2,249.33,432,2415,5772.24,0,18.95
Konya,Akşehir,KON-AKS-FDR-025,5,3,114.2,301,3745,4553.16,0,18.94
Sivas,Gemerek,SIV-GEM-FDR-019,4,2,144.25,259,2840,9786.93,0,18.9
Eskişehir,Tepebaşı,ESK-TEP-FDR-018,4,1,88.5,235,3881,11953.93,0,18.89
Konya,Akşehir,KON-AKS-FDR-058,4,4,123.75,240,3344,2920.93,0,18.86
Sivas,Şarkışla,SIV-SAR-FDR-053,5,2,138.6,240,3481,6923.81,0,18.83
Ankara,Sincan,ANK-SIN-FDR-011,3,2,147.67,312,2630,10781.23,0,18.83
Ankara,Çankaya,ANK-ÇAN-FDR-050,5,1,30.0,84,7011,2277.74,0,18.81
Konya,Meram,KON-MER-FDR-052,7,3,76.86,226,4148,3891.72,0,18.8
Ankara,Keçiören,ANK-KEÇ-FDR-046,3,3,200.67,412,2329,5721.09,0,18.79
Ankara,Yenimahalle,ANK-YEN-FDR-058,4,2,159.75,343,3064,7695.12,0,18.77
Konya,Ilgın,KON-ILG-FDR-020,4,4,119.0,234,3019,4302.51,0,18.76
Sivas,Kangal,SIV-KAN-FDR-014,3,1,150.67,240,3976,7988.32,0,18.72
Kayseri,İncesu,KAY-INC-FDR-032,3,3,183.0,408,3055,3724.25,0,18.71
Eskişehir,İnönü,ESK-INÖ-FDR-051,2,2,368.0,419,758,5234.63,0,18.67
Sivas,Suşehri,SIV-SUS-FDR-028,3,3,89.33,171,4031,5292.51,0,18.64
Sivas,Suşehri,SIV-SUS-FDR-053,2,2,264.5,316,1657,7660.94,0,18.58
Sivas,Gemerek,SIV-GEM-FDR-020,3,1,262.33,614,1324,11613.71,0,18.57
Ankara,Etimesgut,ANK-ETI-FDR-025,3,2,149.33,281,3909,5040.71,0,18.57
Sivas,Hafik,SIV-HAF-FDR-001,2,2,130.5,239,3492,8337.0,0,18.57
Konya,Karatay,KON-KAR-FDR-009,3,2,193.33,308,2793,6869.5,0,18.57
Kayseri,İncesu,KAY-INC-FDR-019,7,2,71.14,173,4470,5406.09,0,18.53
Konya,Ereğli,KON-ERE-FDR-060,2,2,364.5,472,1162,3497.45,0,18.51
Konya,Beyşehir,KON-BEY-FDR-012,5,2,98.6,418,4249,5616.8,0,18.51
Ankara,Etimesgut,ANK-ETI-FDR-049,3,3,288.33,415,934,5445.0,0,18.49
Eskişehir,Mihalıççık,ESK-MIH-FDR-006,1,1,332.0,332,1828,6238.04,0,18.49
Eskişehir,Beylikova,ESK-BEY-FDR-045,3,3,154.33,256,2555,6912.85,0,18.45
Sivas,Merkez,SIV-MER-FDR-029,3,1,158.33,312,2460,13064.44,0,18.45
Sivas,Suşehri,SIV-SUS-FDR-030,3,3,115.33,279,3364,5922.5,0,18.4
Eskişehir,Beylikova,ESK-BEY-FDR-023,4,2,120.75,195,2954,9722.02,0,18.39
Eskişehir,Alpu,ESK-ALP-FDR-056,6,3,76.5,178,3770,5119.13,1,18.39
Kayseri,Kocasinan,KAY-KOC-FDR-019,4,3,172.0,436,2856,4010.58,0,18.38
Ankara,Gölbaşı,ANK-GÖL-FDR-014,5,2,134.8,320,3421,6466.1,0,18.37
Eskişehir,Çifteler,ESK-ÇIF-FDR-057,4,3,146.25,260,2805,5708.22,0,18.35
Sivas,Merkez,SIV-MER-FDR-017,4,3,166.25,312,3199,2901.62,0,18.34
Ankara,Etimesgut,ANK-ETI-FDR-008,3,1,128.33,287,3425,10770.24,0,18.34
Sivas,Hafik,SIV-HAF-FDR-019,3,2,162.33,288,3127,6880.72,0,18.31
Kayseri,Talas,KAY-TAL-FDR-044,2,2,184.5,227,2864,7077.59,0,18.3
Kayseri,Melikgazi,KAY-MEL-FDR-047,2,2,218.5,240,1815,9211.91,0,18.29
Kayseri,Develi,KAY-DEV-FDR-014,2,2,91.5,178,3677,9355.88,0,18.28
Ankara,Altındağ,ANK-ALT-FDR-016,2,1,333.5,522,905,8765.57,0,18.2
Kayseri,Kocasinan,KAY-KOC-FDR-031,4,3,155.75,580,3383,2487.71,0,18.18
Eskişehir,Mihalıççık,ESK-MIH-FDR-047,4,2,137.75,244,3035,7848.07,0,18.13
Konya,Ilgın,KON-ILG-FDR-032,4,2,218.5,362,1151,10501.14,0,18.11
Eskişehir,Sivrihisar,ESK-SIV-FDR-058,3,2,253.33,580,1753,6459.33,0,18.09
Ankara,Polatlı,ANK-POL-FDR-013,5,2,130.4,273,1900,12243.57,0,18.08
Kayseri,İncesu,KAY-INC-FDR-045,5,2,143.2,312,3187,6311.95,0,18.08
Ankara,Etimesgut,ANK-ETI-FDR-030,5,3,211.8,500,1586,5589.75,0,18.07
Kayseri,Develi,KAY-DEV-FDR-025,6,3,166.33,336,2276,4989.89,0,18.04
Konya,Beyşehir,KON-BEY-FDR-056,6,2,144.17,654,3571,4122.94,0,18.03
Kayseri,Develi,KAY-DEV-FDR-007,5,3,85.0,161,3426,5734.2,0,18.02
Ankara,Sincan,ANK-SIN-FDR-035,5,3,176.2,351,1532,7812.19,0,18.01
Konya,Karatay,KON-KAR-FDR-018,5,2,161.4,337,2570,7533.98,0,18.0
Kayseri,Yeşilhisar,KAY-YES-FDR-060,4,2,149.75,193,2063,10764.08,0,18.0
Eskişehir,Çifteler,ESK-ÇIF-FDR-059,4,3,235.25,425,1660,4220.75,0,17.99
Ankara,Gölbaşı,ANK-GÖL-FDR-054,4,2,155.25,262,2780,7534.11,0,17.98
Konya,Ereğli,KON-ERE-FDR-056,2,2,162.0,319,3381,5640.36,0,17.94
Kayseri,Develi,KAY-DEV-FDR-005,4,2,174.75,335,2810,6079.06,0,17.9
Sivas,Yıldızeli,SIV-YIL-FDR-056,4,3,106.25,264,3604,3932.76,0,17.86
Ankara,Pursaklar,ANK-PUR-FDR-059,2,1,280.0,553,1404,9238.67,0,17.83
Ankara,Polatlı,ANK-POL-FDR-034,2,1,270.0,378,1180,10711.1,0,17.82
Konya,Beyşehir,KON-BEY-FDR-040,5,2,115.6,250,3845,4799.99,0,17.81
Konya,Selçuklu,KON-SEL-FDR-031,3,1,29.67,73,7171,640.38,0,17.8
Kayseri,Melikgazi,KAY-MEL-FDR-040,4,2,67.0,235,5398,1966.51,0,17.79
