outage_id,city,district,feeder,transformer,network_element_type,outage_type,source,started_at,ended_at,duration_min,affected_customer_count,energy_not_supplied_kwh,cause,is_planned,is_force_majeure,storm_flag,wind_speed,precipitation_mm,high_impact
10117,Sivas,Kangal,SIV-KAN-FDR-034,SIV-KAN-TR-0369,Trafo,unplanned,OMS,2024-06-03 21:02:21,2024-06-03 22:02:21,60,517,289.63,Hava muhalefeti,0,0,0,9.19,0.33,0
10118,Sivas,Yıldızeli,SIV-YIL-FDR-051,SIV-YIL-TR-0127,Trafo,unplanned,SCADA,2024-09-05 13:10:03,2024-09-05 16:32:03,202,290,1673.76,Kablo arızası,0,0,0,11.35,9.19,1
10119,Eskişehir,Mihalıççık,ESK-MIH-FDR-052,ESK-MIH-TR-0381,Hücre,planned,OSOS,2025-06-21 18:04:37,2025-06-21 21:40:37,216,602,1316.24,Bilinmeyen,1,0,0,10.62,0.35,1
10120,Kayseri,İncesu,KAY-INC-FDR-026,KAY-INC-TR-0272,Hücre,unplanned,Mobile,2025-08-11 00:35:01,2025-08-11 02:26:01,111,1224,3685.0,Ekipman arızası,0,0,0,11.54,0.14,1
10121,Konya,Kulu,KON-KUL-FDR-014,KON-KUL-TR-0242,Fider,planned,SCADA,2024-11-18 16:59:36,2024-11-19 00:18:36,439,5382,54465.75,Bakım çalışması,1,0,0,7.54,0.63,1
10122,Ankara,Yenimahalle,ANK-YEN-FDR-055,ANK-YEN-TR-0222,Hücre,unplanned,Mobile,2026-02-23 14:19:16,2026-02-23 15:04:16,45,989,357.68,Ekipman arızası,0,0,0,5.98,0.42,0
10123,Kayseri,Develi,KAY-DEV-FDR-034,KAY-DEV-TR-0437,Kablo,unplanned,SCADA,2026-02-27 11:42:48,2026-02-27 12:46:48,64,674,602.91,Bilinmeyen,0,0,0,22.15,3.02,0
10124,Konya,Beyşehir,KON-BEY-FDR-058,KON-BEY-TR-0377,Fider,planned,CRM,2025-12-01 12:56:52,2025-12-01 16:49:52,233,3398,10613.58,Hava muhalefeti,1,0,0,9.3,1.24,1
10125,Kayseri,Bünyan,KAY-BÜN-FDR-024,KAY-BÜN-TR-0325,Kesici,planned,Manual,2025-01-29 03:18:49,2025-01-29 10:19:49,421,1172,12436.08,Ekipman arızası,1,0,0,30.64,1.92,1
10126,Sivas,Gürün,SIV-GÜR-FDR-004,SIV-GÜR-TR-0298,Direk,planned,OSOS,2026-01-14 16:36:40,2026-01-14 22:45:40,369,37,181.69,Aşırı yüklenme,1,0,0,26.07,6.1,1
10127,Kayseri,Develi,KAY-DEV-FDR-044,KAY-DEV-TR-0403,Fider,unplanned,CRM,2026-04-24 23:32:33,2026-04-25 00:22:33,50,2416,2550.56,Aşırı yüklenme,0,0,0,14.38,1.18,1
10128,Eskişehir,Mahmudiye,ESK-MAH-FDR-034,ESK-MAH-TR-0390,Ayırıcı,unplanned,SCADA,2025-02-14 02:15:29,2025-02-14 02:56:29,41,90,41.89,Trafo arızası,0,0,0,13.43,11.42,0
10129,Eskişehir,Odunpazarı,ESK-ODU-FDR-024,ESK-ODU-TR-0405,Fider,unplanned,OMS,2026-04-12 04:12:06,2026-04-12 07:31:06,199,2925,6592.36,Trafo arızası,0,0,0,15.67,2.45,1
10130,Konya,Kulu,KON-KUL-FDR-049,KON-KUL-TR-0391,Kablo,unplanned,Mobile,2024-12-22 06:17:36,2024-12-22 07:35:36,78,1195,1059.64,Aşırı yüklenme,0,0,0,14.81,2.55,1
10131,Eskişehir,Odunpazarı,ESK-ODU-FDR-003,ESK-ODU-TR-0303,Direk,planned,OSOS,2024-02-14 19:06:57,2024-02-14 23:37:57,271,134,368.13,Bakım çalışması,1,0,0,29.73,6.28,1
10132,Sivas,Yıldızeli,SIV-YIL-FDR-057,SIV-YIL-TR-0322,Kablo,planned,CRM,2025-09-30 18:30:10,2025-10-01 03:40:10,550,1569,14673.75,Trafo arızası,1,0,0,12.17,2.7,1
10133,Sivas,Zara,SIV-ZAR-FDR-001,SIV-ZAR-TR-0469,Ayırıcı,planned,Manual,2024-11-02 03:29:29,2024-11-02 14:45:29,676,681,4734.25,Kablo arızası,1,0,0,18.24,6.19,1
10134,Kayseri,Develi,KAY-DEV-FDR-051,KAY-DEV-TR-0469,Ayırıcı,unplanned,CRM,2025-09-30 10:56:50,2025-09-30 11:01:50,5,561,63.08,Trafo arızası,0,0,0,13.89,2.06,0
10135,Ankara,Altındağ,ANK-ALT-FDR-042,ANK-ALT-TR-0341,Fider,unplanned,CRM,2026-02-08 14:08:27,2026-02-08 17:36:27,208,5292,26665.09,Ağaç teması,0,0,0,2.25,0.38,1
10136,Sivas,Merkez,SIV-MER-FDR-051,SIV-MER-TR-0068,Direk,planned,CRM,2025-06-19 11:52:57,2025-06-19 18:48:57,416,94,556.24,Kablo arızası,1,0,0,7.21,0.13,1
10137,Sivas,Suşehri,SIV-SUS-FDR-007,SIV-SUS-TR-0147,Kesici,planned,CRM,2025-07-29 18:20:33,2025-07-29 20:26:33,126,3277,4081.2,Kablo arızası,1,0,0,13.62,2.86,1
10138,Sivas,Merkez,SIV-MER-FDR-012,SIV-MER-TR-0050,Direk,unplanned,CRM,2025-11-27 03:42:34,2025-11-27 04:23:34,41,205,66.79,Bilinmeyen,0,0,0,9.02,0.39,0
10139,Sivas,Hafik,SIV-HAF-FDR-023,SIV-HAF-TR-0267,Trafo,unplanned,OMS,2024-11-10 11:35:30,2024-11-10 12:17:30,42,50,39.52,Kablo arızası,0,0,0,14.49,0.78,0
10140,Eskişehir,İnönü,ESK-INÖ-FDR-017,ESK-INÖ-TR-0412,Dağıtım Merkezi,unplanned,Manual,2026-03-19 15:36:35,2026-03-19 19:20:35,224,9818,42517.64,Kuş / hayvan teması,0,0,0,10.72,0.94,1
10141,Eskişehir,Tepebaşı,ESK-TEP-FDR-047,ESK-TEP-TR-0256,Trafo,unplanned,Mobile,2025-03-10 08:07:02,2025-03-10 10:45:02,158,386,567.59,Ekipman arızası,0,0,0,12.37,3.99,0
10142,Ankara,Etimesgut,ANK-ETI-FDR-029,ANK-ETI-TR-0391,Hücre,unplanned,Manual,2024-06-10 02:51:53,2024-06-10 04:09:53,78,2192,3107.75,Bakım çalışması,0,0,0,15.07,1.96,1
10143,Kayseri,Kocasinan,KAY-KOC-FDR-013,KAY-KOC-TR-0451,Kablo,unplanned,Mobile,2024-02-16 11:06:23,2024-02-16 17:20:23,374,1224,5599.78,Kablo arızası,0,0,0,18.97,9.34,1
10144,Konya,Cihanbeyli,KON-CIH-FDR-060,KON-CIH-TR-0474,Direk,unplanned,Mobile,2024-10-03 21:31:18,2024-10-04 08:17:18,646,49,943.91,Kablo arızası,0,0,0,16.99,2.94,1
10145,Ankara,Mamak,ANK-MAM-FDR-027,ANK-MAM-TR-0173,Hücre,unplanned,Manual,2025-06-12 08:32:07,2025-06-12 09:37:07,65,2771,4942.9,Bilinmeyen,0,0,0,8.34,0.2,1
10146,Konya,Beyşehir,KON-BEY-FDR-030,KON-BEY-TR-0462,Dağıtım Merkezi,unplanned,Mobile,2026-01-16 12:16:35,2026-01-16 16:58:35,282,3068,13106.13,Hava muhalefeti,0,0,0,16.35,0.39,1
10147,Konya,Cihanbeyli,KON-CIH-FDR-008,KON-CIH-TR-0327,Ayırıcı,planned,OSOS,2024-02-13 16:23:31,2024-02-13 19:49:31,206,127,298.45,Ekipman arızası,1,0,0,9.75,1.14,1
10148,Konya,Akşehir,KON-AKS-FDR-057,KON-AKS-TR-0141,Dağıtım Merkezi,planned,SCADA,2025-05-14 11:55:54,2025-05-14 16:15:54,260,4104,9491.37,Aşırı yüklenme,1,0,0,9.76,4.14,1
10149,Eskişehir,Mahmudiye,ESK-MAH-FDR-046,ESK-MAH-TR-0052,Direk,planned,CRM,2026-02-26 21:08:08,2026-02-27 03:25:08,377,167,1087.45,Bakım çalışması,1,0,0,11.55,9.49,1
10150,Sivas,Kangal,SIV-KAN-FDR-045,SIV-KAN-TR-0082,Dağıtım Merkezi,planned,Manual,2024-04-13 00:48:50,2024-04-13 03:47:50,179,3305,10124.92,Ağaç teması,1,0,0,14.14,1.0,1
10151,Eskişehir,İnönü,ESK-INÖ-FDR-059,ESK-INÖ-TR-0113,Fider,unplanned,Manual,2024-08-07 05:32:43,2024-08-07 05:47:43,15,1816,229.26,Ekipman arızası,0,0,0,0.0,0.47,1
10152,Eskişehir,Tepebaşı,ESK-TEP-FDR-001,ESK-TEP-TR-0499,Kablo,planned,Manual,2024-02-12 22:16:28,2024-02-13 02:45:28,269,825,4674.44,Kuş / hayvan teması,1,0,0,16.92,5.56,1
10153,Konya,Ereğli,KON-ERE-FDR-046,KON-ERE-TR-0126,Fider,unplanned,CRM,2024-12-16 20:57:47,2024-12-16 21:10:47,13,4105,1370.24,Kablo arızası,0,0,0,27.1,4.68,1
10154,Konya,Ilgın,KON-ILG-FDR-045,KON-ILG-TR-0466,Kesici,planned,CRM,2024-10-12 00:12:38,2024-10-12 07:35:38,443,1022,4278.57,Hava muhalefeti,1,0,0,16.87,2.61,1
10155,Eskişehir,Beylikova,ESK-BEY-FDR-009,ESK-BEY-TR-0177,Trafo,unplanned,SCADA,2026-04-19 10:11:44,2026-04-19 12:55:44,164,516,632.69,Üçüncü şahıs müdahalesi,0,0,0,16.4,2.07,0
10156,Sivas,Gemerek,SIV-GEM-FDR-005,SIV-GEM-TR-0061,Trafo,planned,Manual,2025-11-24 04:33:13,2025-11-24 10:26:13,353,325,2034.03,Trafo arızası,1,0,0,23.65,0.69,1
10157,Kayseri,Pınarbaşı,KAY-PIN-FDR-013,KAY-PIN-TR-0060,Hücre,unplanned,SCADA,2025-11-16 22:28:40,2025-11-16 22:33:40,5,1305,49.24,Bakım çalışması,0,0,0,19.73,3.27,1
10158,Kayseri,Tomarza,KAY-TOM-FDR-010,KAY-TOM-TR-0334,Fider,unplanned,Manual,2024-11-04 03:30:31,2024-11-04 06:36:31,186,4537,8842.05,Bilinmeyen,0,0,0,20.27,0.5,1
10159,Eskişehir,Seyitgazi,ESK-SEY-FDR-048,ESK-SEY-TR-0294,Trafo,unplanned,SCADA,2025-09-04 17:24:05,2025-09-04 21:27:05,243,827,2805.45,Kablo arızası,0,0,0,12.6,2.74,1
10160,Ankara,Polatlı,ANK-POL-FDR-050,ANK-POL-TR-0395,Ayırıcı,unplanned,OMS,2024-09-12 21:53:47,2024-09-13 01:46:47,233,348,2288.38,Ağaç teması,0,0,0,11.8,0.71,1
10161,Kayseri,Melikgazi,KAY-MEL-FDR-053,KAY-MEL-TR-0024,Dağıtım Merkezi,unplanned,OMS,2024-07-21 21:14:32,2024-07-21 22:00:32,46,11389,6634.94,Bakım çalışması,0,0,0,5.36,0.07,1
10162,Sivas,Yıldızeli,SIV-YIL-FDR-041,SIV-YIL-TR-0109,Hücre,planned,CRM,2025-06-01 02:39:47,2025-06-01 07:39:47,300,1246,9683.03,Kablo arızası,1,0,0,17.46,0.22,1
10163,Kayseri,Yahyalı,KAY-YAH-FDR-011,KAY-YAH-TR-0434,Kablo,unplanned,Manual,2024-04-04 09:47:44,2024-04-04 15:59:44,372,767,6737.88,Aşırı yüklenme,0,0,0,10.51,1.5,1
10164,Ankara,Etimesgut,ANK-ETI-FDR-033,ANK-ETI-TR-0254,Direk,unplanned,Manual,2025-07-16 23:12:17,2025-07-17 00:21:17,69,34,42.84,Bakım çalışması,0,0,0,11.78,0.79,0
10165,Eskişehir,Mihalıççık,ESK-MIH-FDR-015,ESK-MIH-TR-0385,Dağıtım Merkezi,unplanned,Mobile,2025-06-10 15:52:53,2025-06-10 15:57:53,5,4747,229.68,Üçüncü şahıs müdahalesi,0,0,0,10.75,0.49,1
10166,Sivas,Gemerek,SIV-GEM-FDR-042,SIV-GEM-TR-0109,Trafo,unplanned,CRM,2025-09-27 08:31:26,2025-09-27 14:08:26,337,653,3352.45,Ekipman arızası,0,0,0,9.5,2.5,1
10167,Sivas,Suşehri,SIV-SUS-FDR-057,SIV-SUS-TR-0104,Trafo,planned,OSOS,2025-04-21 09:59:07,2025-04-21 14:07:07,248,999,6086.99,Ekipman arızası,1,0,0,4.89,0.19,1
10168,Eskişehir,Çifteler,ESK-ÇIF-FDR-054,ESK-ÇIF-TR-0027,Kesici,unplanned,Mobile,2024-10-19 04:50:28,2024-10-19 08:50:28,240,2228,12149.97,Ekipman arızası,0,0,0,17.74,0.25,1
10169,Sivas,Şarkışla,SIV-SAR-FDR-037,SIV-SAR-TR-0493,Direk,unplanned,CRM,2025-04-09 19:42:33,2025-04-09 19:53:33,11,165,29.52,Bakım çalışması,0,0,0,28.93,0.2,0
10170,Ankara,Mamak,ANK-MAM-FDR-015,ANK-MAM-TR-0183,Direk,unplanned,OSOS,2024-02-07 02:55:55,2024-02-07 06:13:55,198,185,791.24,Ekipman arızası,0,0,0,10.57,2.65,1
10171,Sivas,Hafik,SIV-HAF-FDR-031,SIV-HAF-TR-0343,Kesici,unplanned,SCADA,2024-06-18 13:22:21,2024-06-18 13:54:21,32,2139,1324.58,Kuş / hayvan teması,0,0,0,23.25,0.16,1
10172,Sivas,Gemerek,SIV-GEM-FDR-053,SIV-GEM-TR-0385,Direk,planned,OMS,2025-02-03 13:06:04,2025-02-03 21:44:04,518,179,2565.4,Kablo arızası,1,0,0,15.78,0.71,1
10173,Konya,Kulu,KON-KUL-FDR-051,KON-KUL-TR-0493,Trafo,planned,OSOS,2025-11-03 23:30:29,2025-11-04 06:07:29,397,33,363.68,Trafo arızası,1,0,0,15.62,2.17,1
10174,Kayseri,Talas,KAY-TAL-FDR-008,KAY-TAL-TR-0295,Hücre,unplanned,SCADA,2026-03-04 01:49:40,2026-03-04 04:36:40,167,113,396.16,Bakım çalışması,0,0,0,6.98,2.02,0
10175,Ankara,Altındağ,ANK-ALT-FDR-024,ANK-ALT-TR-0078,Direk,unplanned,Mobile,2024-09-02 04:21:58,2024-09-02 07:35:58,194,305,1000.09,Bakım çalışması,0,0,0,13.26,2.01,1
10176,Ankara,Mamak,ANK-MAM-FDR-017,ANK-MAM-TR-0149,Kablo,planned,Mobile,2024-08-23 03:42:22,2024-08-23 13:09:22,567,313,4294.38,Kablo arızası,1,0,0,10.13,1.31,1
10177,Konya,Ilgın,KON-ILG-FDR-047,KON-ILG-TR-0470,Kesici,unplanned,Manual,2025-10-06 10:32:50,2025-10-06 13:16:50,164,836,2401.77,Trafo arızası,0,0,0,1.51,1.72,1
10178,Ankara,Altındağ,ANK-ALT-FDR-059,ANK-ALT-TR-0213,Kablo,unplanned,CRM,2025-10-12 08:35:28,2025-10-12 17:54:28,559,911,7877.68,Hava muhalefeti,0,0,0,12.41,0.27,1
10179,Eskişehir,Mihalıççık,ESK-MIH-FDR-029,ESK-MIH-TR-0025,Ayırıcı,unplanned,Mobile,2024-03-24 16:35:56,2024-03-24 17:08:56,33,46,15.63,Aşırı yüklenme,0,0,0,12.04,0.72,0
10180,Ankara,Çankaya,ANK-ÇAN-FDR-015,ANK-ÇAN-TR-0466,Kablo,unplanned,Mobile,2025-08-05 02:27:29,2025-08-05 05:44:29,197,728,4094.17,Ekipman arızası,0,0,0,9.61,0.02,1
10181,Sivas,Gürün,SIV-GÜR-FDR-036,SIV-GÜR-TR-0131,Kablo,unplanned,OMS,2024-07-19 14:34:50,2024-07-19 16:04:50,90,1539,2028.35,Bakım çalışması,0,0,0,16.41,0.21,1
10182,Konya,Ilgın,KON-ILG-FDR-050,KON-ILG-TR-0037,Trafo,unplanned,Mobile,2024-05-24 11:37:50,2024-05-24 11:51:50,14,790,282.03,Bilinmeyen,0,0,0,8.28,0.73,0
10183,Sivas,Kangal,SIV-KAN-FDR-046,SIV-KAN-TR-0369,Trafo,unplanned,OMS,2025-09-18 18:33:23,2025-09-18 20:01:23,88,122,198.88,Hava muhalefeti,0,0,0,14.84,0.23,0
10184,Eskişehir,Seyitgazi,ESK-SEY-FDR-051,ESK-SEY-TR-0259,Hücre,planned,CRM,2024-05-05 15:24:13,2024-05-05 18:38:13,194,2260,11490.19,Aşırı yüklenme,1,0,0,4.74,3.46,1
10185,Ankara,Sincan,ANK-SIN-FDR-039,ANK-SIN-TR-0106,Dağıtım Merkezi,unplanned,OSOS,2024-07-04 17:58:41,2024-07-04 18:15:41,17,3757,786.68,Bakım çalışması,0,0,0,9.22,2.56,1
10186,Eskişehir,Seyitgazi,ESK-SEY-FDR-005,ESK-SEY-TR-0295,Fider,unplanned,Manual,2025-02-19 06:30:39,2025-02-19 07:07:39,37,6902,6189.67,Bakım çalışması,0,0,0,16.72,0.22,1
10187,Kayseri,Pınarbaşı,KAY-PIN-FDR-049,KAY-PIN-TR-0055,Kablo,unplanned,Mobile,2024-05-02 18:38:06,2024-05-02 18:43:06,5,350,47.44,Hava muhalefeti,0,0,0,17.88,1.07,0
10188,Ankara,Çankaya,ANK-ÇAN-FDR-051,ANK-ÇAN-TR-0036,Direk,planned,Mobile,2024-01-29 22:00:15,2024-01-30 03:03:15,303,229,1753.9,Bakım çalışması,1,0,0,33.12,12.24,1
10189,Sivas,Zara,SIV-ZAR-FDR-058,SIV-ZAR-TR-0222,Dağıtım Merkezi,unplanned,OMS,2024-03-10 05:17:01,2024-03-10 06:11:01,54,5987,3054.32,Ekipman arızası,0,0,0,7.56,1.18,1
10190,Sivas,Kangal,SIV-KAN-FDR-059,SIV-KAN-TR-0003,Fider,planned,OSOS,2024-02-29 17:31:50,2024-02-29 22:44:50,313,4282,34039.75,Bilinmeyen,1,0,0,7.28,2.43,1
10191,Sivas,Gemerek,SIV-GEM-FDR-038,SIV-GEM-TR-0043,Direk,unplanned,Mobile,2024-04-08 06:13:56,2024-04-08 09:10:56,177,45,114.11,Ekipman arızası,0,0,0,7.94,5.91,0
10192,Ankara,Mamak,ANK-MAM-FDR-031,ANK-MAM-TR-0408,Direk,planned,OSOS,2025-12-15 09:47:34,2025-12-15 14:37:34,290,75,256.35,Trafo arızası,1,0,0,17.71,3.47,1
10193,Sivas,Yıldızeli,SIV-YIL-FDR-016,SIV-YIL-TR-0057,Dağıtım Merkezi,planned,OSOS,2025-11-24 00:47:38,2025-11-24 08:48:38,481,9560,83678.11,Ekipman arızası,1,0,0,2.21,6.03,1
10194,Kayseri,Pınarbaşı,KAY-PIN-FDR-044,KAY-PIN-TR-0010,Trafo,unplanned,OSOS,2024-01-07 09:53:58,2024-01-07 10:53:58,60,425,386.53,Bakım çalışması,0,0,0,17.89,3.49,0
10195,Kayseri,İncesu,KAY-INC-FDR-038,KAY-INC-TR-0084,Kesici,unplanned,Mobile,2024-08-31 17:38:13,2024-08-31 19:05:13,87,2391,5548.46,Kablo arızası,0,0,0,2.87,0.92,1
10196,Konya,Cihanbeyli,KON-CIH-FDR-019,KON-CIH-TR-0073,Fider,unplanned,SCADA,2024-07-27 04:50:50,2024-07-27 04:57:50,7,3881,238.6,Üçüncü şahıs müdahalesi,0,0,0,3.8,1.96,1
10197,Ankara,Etimesgut,ANK-ETI-FDR-002,ANK-ETI-TR-0076,Hücre,unplanned,Mobile,2026-03-02 09:18:37,2026-03-02 09:34:37,16,690,156.54,Hava muhalefeti,0,0,0,16.26,1.23,0
10198,Sivas,Gürün,SIV-GÜR-FDR-006,SIV-GÜR-TR-0283,Kesici,unplanned,Manual,2025-09-04 00:55:40,2025-09-04 02:16:40,81,532,366.28,Aşırı yüklenme,0,0,0,10.61,1.26,0
10199,Ankara,Yenimahalle,ANK-YEN-FDR-035,ANK-YEN-TR-0169,Dağıtım Merkezi,unplanned,OMS,2024-07-04 21:53:32,2024-07-04 23:48:32,115,8988,25970.6,Hava muhalefeti,0,0,0,14.57,2.6,1
10200,Konya,Beyşehir,KON-BEY-FDR-060,KON-BEY-TR-0259,Ayırıcı,unplanned,OMS,2024-04-17 04:42:49,2024-04-17 08:22:49,220,352,650.81,Hava muhalefeti,0,0,0,2.17,0.47,1
10201,Konya,Cihanbeyli,KON-CIH-FDR-029,KON-CIH-TR-0269,Hücre,planned,OMS,2025-01-22 18:45:24,2025-01-23 03:15:24,510,683,3008.5,Bakım çalışması,1,0,0,24.47,0.22,1
10202,Sivas,Gürün,SIV-GÜR-FDR-040,SIV-GÜR-TR-0458,Direk,unplanned,CRM,2024-08-07 19:40:52,2024-08-07 21:48:52,128,304,727.9,Aşırı yüklenme,0,0,0,10.0,2.28,0
10203,Ankara,Polatlı,ANK-POL-FDR-047,ANK-POL-TR-0111,Hücre,unplanned,Manual,2026-03-19 21:47:44,2026-03-20 03:46:44,359,250,2472.42,Hava muhalefeti,0,0,0,11.07,3.83,1
10204,Konya,Kulu,KON-KUL-FDR-049,KON-KUL-TR-0067,Hücre,planned,OSOS,2024-07-06 02:30:18,2024-07-06 08:49:18,379,501,1456.99,Kablo arızası,1,0,0,12.79,0.83,1
10205,Sivas,Gürün,SIV-GÜR-FDR-046,SIV-GÜR-TR-0359,Ayırıcı,planned,Manual,2024-09-02 01:24:02,2024-09-02 06:22:02,298,257,2108.42,Bakım çalışması,1,0,0,17.11,1.98,1
10206,Eskişehir,Beylikova,ESK-BEY-FDR-031,ESK-BEY-TR-0026,Trafo,unplanned,OSOS,2025-04-20 15:31:30,2025-04-20 19:11:30,220,670,2376.61,Bakım çalışması,0,0,0,8.45,3.42,1
10207,Kayseri,Bünyan,KAY-BÜN-FDR-045,KAY-BÜN-TR-0153,Direk,unplanned,SCADA,2025-03-19 16:27:36,2025-03-19 18:28:36,121,68,209.42,Trafo arızası,0,0,0,13.3,0.44,0
10208,Eskişehir,Beylikova,ESK-BEY-FDR-008,ESK-BEY-TR-0472,Ayırıcı,unplanned,OSOS,2025-06-30 15:13:03,2025-06-30 16:37:03,84,308,611.17,Ekipman arızası,0,0,0,15.28,0.36,0
10209,Konya,Cihanbeyli,KON-CIH-FDR-055,KON-CIH-TR-0081,Hücre,unplanned,SCADA,2024-03-04 00:19:56,2024-03-04 01:56:56,97,2724,3033.37,Ekipman arızası,0,0,0,10.72,4.9,1
10210,Kayseri,Tomarza,KAY-TOM-FDR-001,KAY-TOM-TR-0354,Direk,planned,OMS,2024-07-01 04:54:28,2024-07-01 10:16:28,322,33,282.08,Kablo arızası,1,0,0,20.03,0.55,1
10211,Eskişehir,Tepebaşı,ESK-TEP-FDR-027,ESK-TEP-TR-0254,Hücre,unplanned,Manual,2026-01-03 04:26:45,2026-01-03 05:01:45,35,1896,1017.99,Üçüncü şahıs müdahalesi,0,0,0,25.48,4.09,1
10212,Kayseri,Develi,KAY-DEV-FDR-054,KAY-DEV-TR-0398,Fider,unplanned,SCADA,2025-08-17 11:54:49,2025-08-17 12:21:49,27,2441,1446.74,Bakım çalışması,0,0,0,0.0,1.05,1
10213,Kayseri,Yahyalı,KAY-YAH-FDR-009,KAY-YAH-TR-0255,Hücre,unplanned,Manual,2025-06-15 00:35:55,2025-06-15 02:28:55,113,887,1662.78,Ekipman arızası,0,0,0,9.78,0.29,1
10214,Kayseri,Develi,KAY-DEV-FDR-011,KAY-DEV-TR-0463,Ayırıcı,unplanned,Mobile,2025-12-24 23:06:37,2025-12-25 00:38:37,92,139,138.98,Hava muhalefeti,0,0,0,12.67,2.16,0
10215,Eskişehir,Mahmudiye,ESK-MAH-FDR-017,ESK-MAH-TR-0160,Ayırıcı,unplanned,Mobile,2025-06-20 09:09:18,2025-06-20 09:27:18,18,181,34.89,Kablo arızası,0,0,0,15.09,0.41,0
10216,Kayseri,Tomarza,KAY-TOM-FDR-025,KAY-TOM-TR-0465,Trafo,unplanned,OSOS,2026-01-09 21:55:45,2026-01-10 00:08:45,133,288,277.36,Kablo arızası,0,0,0,17.99,4.21,0
10217,Sivas,Kangal,SIV-KAN-FDR-058,SIV-KAN-TR-0124,Direk,unplanned,OMS,2024-04-23 13:56:01,2024-04-23 19:03:01,307,277,1850.03,Bakım çalışması,0,0,0,21.62,0.89,1
10218,Eskişehir,Mahmudiye,ESK-MAH-FDR-050,ESK-MAH-TR-0074,Fider,unplanned,SCADA,2024-09-08 23:01:05,2024-09-09 03:12:05,251,1929,7206.5,Ağaç teması,0,0,0,26.05,1.11,1
10219,Kayseri,Yeşilhisar,KAY-YES-FDR-009,KAY-YES-TR-0308,Ayırıcı,planned,CRM,2025-08-03 14:05:48,2025-08-03 16:14:48,129,76,96.93,Ekipman arızası,1,0,0,12.36,0.23,0
10220,Eskişehir,Odunpazarı,ESK-ODU-FDR-051,ESK-ODU-TR-0362,Kablo,unplanned,OSOS,2026-02-28 03:44:22,2026-02-28 05:47:22,123,1340,4612.59,Ekipman arızası,0,0,0,9.02,12.57,1
10221,Sivas,Divriği,SIV-DIV-FDR-003,SIV-DIV-TR-0040,Dağıtım Merkezi,unplanned,OMS,2024-02-04 06:51:44,2024-02-04 06:59:44,8,4376,735.62,Bilinmeyen,0,0,0,9.94,0.07,1
10222,Konya,Ilgın,KON-ILG-FDR-052,KON-ILG-TR-0067,Dağıtım Merkezi,unplanned,Mobile,2025-02-22 16:17:10,2025-02-22 16:25:10,8,9081,1889.28,Bakım çalışması,0,0,0,26.86,1.83,1
10223,Eskişehir,Çifteler,ESK-ÇIF-FDR-017,ESK-ÇIF-TR-0204,Dağıtım Merkezi,planned,Manual,2026-01-31 14:40:38,2026-01-31 19:00:38,260,2164,12472.78,Hava muhalefeti,1,0,0,17.23,1.44,1
10224,Ankara,Çankaya,ANK-ÇAN-FDR-059,ANK-ÇAN-TR-0012,Ayırıcı,planned,SCADA,2025-05-29 01:59:00,2025-05-29 08:32:00,393,571,2474.48,Bakım çalışması,1,0,0,12.34,0.63,1
10225,Kayseri,Yahyalı,KAY-YAH-FDR-003,KAY-YAH-TR-0409,Direk,unplanned,SCADA,2026-01-22 10:49:47,2026-01-22 14:10:47,201,139,344.67,Bakım çalışması,0,0,0,6.68,0.13,1
10226,Kayseri,Kocasinan,KAY-KOC-FDR-027,KAY-KOC-TR-0390,Direk,planned,Manual,2025-06-01 23:41:23,2025-06-02 02:45:23,184,8,34.99,Ekipman arızası,1,0,0,12.26,0.16,1
10227,Ankara,Yenimahalle,ANK-YEN-FDR-011,ANK-YEN-TR-0237,Dağıtım Merkezi,unplanned,OMS,2025-05-27 18:52:34,2025-05-27 19:31:34,39,11471,4493.15,Ekipman arızası,0,0,0,21.15,0.66,1
10228,Ankara,Altındağ,ANK-ALT-FDR-003,ANK-ALT-TR-0030,Fider,planned,OMS,2024-04-27 04:04:32,2024-04-27 08:06:32,242,4425,7943.97,Ekipman arızası,1,0,0,19.6,12.41,1
10229,Sivas,Şarkışla,SIV-SAR-FDR-024,SIV-SAR-TR-0126,Trafo,planned,Manual,2026-01-24 03:12:33,2026-01-24 08:39:33,327,652,4574.9,Bilinmeyen,1,0,0,21.83,3.71,1
10230,Eskişehir,Sivrihisar,ESK-SIV-FDR-017,ESK-SIV-TR-0004,Hücre,unplanned,Mobile,2024-05-29 06:17:23,2024-05-29 06:26:23,9,1119,188.65,Bakım çalışması,0,0,0,9.39,0.38,1
10231,Sivas,Hafik,SIV-HAF-FDR-029,SIV-HAF-TR-0187,Direk,unplanned,Mobile,2026-03-25 17:38:21,2026-03-25 17:56:21,18,250,112.6,Aşırı yüklenme,0,0,0,12.93,1.36,0
10232,Konya,Meram,KON-MER-FDR-021,KON-MER-TR-0484,Kablo,unplanned,OMS,2024-07-01 12:08:53,2024-07-01 12:58:53,50,556,659.34,Trafo arızası,0,0,0,7.58,0.37,0
10233,Ankara,Altındağ,ANK-ALT-FDR-045,ANK-ALT-TR-0329,Ayırıcı,planned,OMS,2025-04-09 10:12:49,2025-04-09 15:43:49,331,355,3037.64,Ekipman arızası,1,0,0,22.57,3.08,1
